time,U1,U2,U3,U4,U5,U6
0.423,0.716197,0.716244,1.00074,0.716197,1.00074,0.716245
0.424,0.716362,0.716929,1.00079,0.716361,1.00079,0.71693
0.425,0.716139,0.717043,1.00076,0.716138,1.00076,0.717044
0.426,0.716169,0.717134,1.0009,0.716168,1.0009,0.717138
0.427,0.716529,0.717151,1.00096,0.716528,1.00096,0.717151
0.428,0.717221,0.717202,1.00102,0.717219,1.00102,0.717203
0.429,0.71659,0.717546,1.00111,0.716586,1.00111,0.717545
0.43,0.716377,0.717352,1.00117,0.716372,1.00117,0.717353
0.431,0.716287,0.717914,1.00126,0.716284,1.00126,0.717914
0.432,0.715993,0.717161,1.00131,0.715988,1.00131,0.717163
0.433,0.716454,0.717859,1.00143,0.71645,1.00143,0.717862
0.434,0.716372,0.71744,1.00154,0.716368,1.00154,0.717439
0.435,0.718305,0.718816,1.00165,0.718301,1.00165,0.718817
0.436,0.716427,0.717994,1.00176,0.716423,1.00176,0.717994
0.437,0.716197,0.717599,1.0019,0.716193,1.0019,0.717598
0.438,0.716384,0.716635,1.00203,0.716382,1.00203,0.716631
0.439,0.716505,0.716764,1.00219,0.716502,1.00219,0.71676
0.44,0.715515,0.716842,1.00236,0.715511,1.00236,0.71684
0.441,0.716343,0.717611,1.00255,0.716341,1.00255,0.717612
0.442,0.715659,0.717014,1.00279,0.715658,1.00279,0.717013
0.443,0.716451,0.717219,1.003,0.71645,1.003,0.717218
0.444,0.716363,0.71708,1.00328,0.716363,1.00328,0.717081
0.445,0.716326,0.717392,1.00359,0.716324,1.00359,0.717394
0.446,0.714299,0.717368,1.00395,0.714298,1.00395,0.717369
0.447,0.719965,0.718019,1.00435,0.719964,1.00435,0.71802
0.448,0.715964,0.717083,1.00486,0.715965,1.00486,0.717084
0.449,0.716347,0.717392,1.00546,0.716347,1.00546,0.717392
0.45,0.717132,0.716902,1.00618,0.717131,1.00618,0.716902
0.451,0.716466,0.717299,1.00709,0.716465,1.00709,0.717297
0.452,0.716256,0.717203,1.00821,0.716255,1.00821,0.7172
0.453,0.716405,0.717847,1.00979,0.716404,1.00978,0.717845
0.454,0.71653,0.716825,1.012,0.716529,1.012,0.716824
0.455,0.71593,0.717473,1.01529,0.715929,1.01529,0.717473
0.456,0.716655,0.716923,1.02077,0.716653,1.02077,0.71692
0.457,0.71622,0.717322,1.03177,0.716217,1.03177,0.717319
0.458,0.716387,0.716674,1.06508,0.716384,1.06508,0.716672
0.459,0.716364,0.717026,-3.65529,0.716363,-3.65529,0.717025
0.46,0.715975,0.717078,0.934593,0.715973,0.934593,0.717077
0.461,0.716352,0.717356,0.966554,0.71635,0.966554,0.717356
0.462,0.716458,0.661017,0.97729,0.716457,0.97729,0.661015
0.463,0.716506,0.721855,0.982681,0.716505,0.982681,0.721856
0.464,0.716366,0.717353,0.985926,0.716365,0.985926,0.717351
0.465,0.716322,0.717247,0.988078,0.716321,0.988078,0.717247
0.466,0.715067,0.717078,0.989631,0.715066,0.989631,0.717078
0.467,0.71641,0.717828,0.990792,0.716409,0.990792,0.717828
0.468,0.71654,0.717662,0.991698,0.716538,0.991698,0.717665
0.469,0.716007,0.717593,0.992417,0.716006,0.992417,0.717595
0.47,0.716951,0.715403,0.993013,0.71695,0.993013,0.715405
0.471,0.71675,0.717425,0.993507,0.716748,0.993507,0.71743
0.472,0.716248,0.716297,0.993925,0.716247,0.993925,0.716302
0.473,0.715021,0.716765,0.994283,0.71502,0.994283,0.71677
0.474,0.716234,0.717366,0.994593,0.716234,0.994592,0.717371
0.475,0.716336,0.717764,0.994865,0.716337,0.994864,0.717767
0.476,0.716255,0.717065,0.995102,0.716254,0.995102,0.717068
0.477,0.715608,0.716884,0.995319,0.715608,0.995319,0.716885
0.478,0.716173,0.717119,0.995508,0.716173,0.995509,0.717122
0.479,0.712867,0.716957,0.995683,0.712866,0.995683,0.716959
0.48,0.716326,0.71749,0.995847,0.716325,0.995847,0.717489
0.481,0.716472,0.71713,0.995977,0.71647,0.995977,0.717131
0.482,0.716302,0.71701,0.996228,0.716301,0.996228,0.71701
0.483,0.716509,0.715763,0.996218,0.716509,0.996218,0.715764
0.484,0.716336,0.717063,0.996331,0.716336,0.996331,0.717066
0.485,0.716402,0.71791,0.996433,0.716403,0.996433,0.717912
0.486,0.716389,0.717501,0.996524,0.716389,0.996525,0.717503
0.487,0.716249,0.716941,0.996611,0.716248,0.996611,0.716943
0.488,0.716326,0.718157,0.996691,0.716325,0.996691,0.718161
0.489,0.716776,0.717241,0.996768,0.716774,0.996768,0.717245
0.49,0.716291,0.718752,0.996845,0.716288,0.996846,0.718755
0.491,0.716081,0.722636,0.996904,0.716079,0.996904,0.722638
0.492,0.716319,0.716056,0.996967,0.716316,0.996967,0.716059
0.493,0.716355,0.717318,0.997024,0.716351,0.997024,0.71732
0.494,0.716363,0.71709,0.99708,0.716361,0.99708,0.717092
0.495,0.71627,0.718159,0.997131,0.716268,0.997131,0.718162
0.496,0.716176,0.717616,0.997181,0.716173,0.997182,0.717618
0.497,0.717027,0.717307,0.997229,0.717027,0.99723,0.717309
0.498,0.71607,0.717405,0.997273,0.71607,0.997273,0.717404
0.499,0.716161,0.708907,0.997324,0.716161,0.997323,0.708908
0.5,0.715537,0.71929,0.997342,0.715537,0.997344,0.719291
