time,U1,U2,U3
0.156,0.892294,1.00031,1.00031
0.157,0.892099,1.00031,1.00031
0.158,0.892083,1.00031,1.00031
0.159,0.892059,1.00031,1.00031
0.16,0.892009,1.00031,1.00031
0.161,0.89204,1.00031,1.00031
0.162,0.891872,1.00031,1.00031
0.163,0.892247,1.00031,1.00031
0.164,0.892114,1.00031,1.00031
0.165,0.892087,1.00031,1.00031
0.166,0.89218,1.00031,1.00031
0.167,0.892163,1.00031,1.00031
0.168,0.892067,1.00031,1.00031
0.169,0.892013,1.00031,1.00031
0.17,0.892026,1.00031,1.00031
0.171,0.891967,1.00031,1.00031
0.172,0.891915,1.00031,1.00031
0.173,0.892018,1.00031,1.00031
0.174,0.891706,1.00031,1.00032
0.175,0.891521,1.00031,1.00032
0.176,0.892428,1.00031,1.0003
0.177,0.892233,1.00031,1.00031
0.178,0.891318,1.00031,1.00031
0.179,0.891967,1.00031,1.00031
0.18,0.892357,1.00031,1.00031
0.181,0.892293,1.00031,1.00031
0.182,0.892078,1.00031,1.00031
0.183,0.892212,1.00031,1.00031
0.184,0.892039,1.00031,1.00031
0.185,0.89204,1.00031,1.00031
0.186,0.892154,1.00031,1.00031
0.187,0.892135,1.00031,1.00031
0.188,0.891963,1.00031,1.00031
0.189,0.892019,1.00031,1.00031
0.19,0.892037,1.00031,1.00031
0.191,0.891699,1.00031,1.00031
0.192,0.892052,1.00031,1.00031
0.193,0.893529,1.00031,1.00031
0.194,0.891943,1.00031,1.00031
0.195,0.891819,1.00031,1.00031
0.196,0.891943,1.00031,1.00031
0.197,0.891828,1.00031,1.00031
0.198,0.888595,1.00031,1.00031
0.199,0.892239,1.00031,1.00031
0.2,0.891282,1.00031,1.00033
0.201,0.892754,1.00031,1.0003
0.202,0.892569,1.00031,1.00031
0.203,0.892268,1.00031,1.00031
0.204,0.892017,1.00031,1.00031
0.205,0.892019,1.00031,1.00031
0.206,0.892829,1.00031,1.00031
0.207,0.892228,1.00031,1.00031
0.208,0.892125,1.00031,1.00031
0.209,0.892061,1.00031,1.00031
0.21,0.892232,1.00031,1.00031
0.211,0.892217,1.00031,1.00031
0.212,0.892114,1.00031,1.00031
0.213,0.892134,1.00031,1.00031
0.214,0.892034,1.00031,1.00031
0.215,0.8921,1.00031,1.00031
0.216,0.891865,1.00031,1.00031
0.217,0.892156,1.00031,1.00031
0.218,0.891845,1.00031,1.00031
0.219,0.892134,1.00031,1.00031
0.22,0.891909,1.00031,1.00031
0.221,0.89199,1.00031,1.00031
0.222,0.891944,1.00031,1.00031
0.223,0.892488,1.00031,1.00031
0.224,0.891794,1.00031,1.00031
0.225,0.891592,1.00031,1.00033
0.226,0.892667,1.0003,1.00029
0.227,0.892064,1.00031,1.0003
0.228,0.892394,1.00031,1.00031
0.229,0.891897,1.00031,1.00031
0.23,0.892042,1.00031,1.00031
0.231,0.892012,1.00031,1.00031
0.232,0.892563,1.00031,1.00031
0.233,0.8921,1.00031,1.00031
0.234,0.892034,1.00031,1.00031
0.235,0.892133,1.00031,1.00031
0.236,0.891414,1.00031,1.00031
0.237,0.892113,1.00031,1.00031
0.238,0.892021,1.00031,1.00031
0.239,0.892109,1.00031,1.00031
0.24,0.892126,1.00031,1.00031
0.241,0.852827,1.00031,1.00031
0.242,0.892235,1.00031,1.00031
0.243,0.892176,1.00031,1.00031
0.244,0.891999,1.00031,1.00031
0.245,0.891865,1.00031,1.00031
0.246,0.892259,1.00031,1.00031
0.247,0.892006,1.00031,1.00031
0.248,0.891926,1.00031,1.00031
0.249,0.891647,1.00031,1.00032
0.25,0.891336,1.00031,1.00033
0.251,0.892607,1.0003,1.00029
0.252,0.892036,1.00031,1.0003
0.253,0.892132,1.00031,1.00031
0.254,0.89207,1.00031,1.00031
0.255,0.892198,1.00031,1.00031
0.256,0.892333,1.00031,1.00031
0.257,0.89217,1.00031,1.00031
0.258,0.891909,1.00031,1.00031
0.259,0.89195,1.00031,1.00031
0.26,0.892007,1.00031,1.00031
0.261,0.892285,1.00031,1.00031
0.262,0.892026,1.00031,1.00031
0.263,0.891908,1.00031,1.00031
0.264,0.891921,1.00031,1.00031
0.265,0.891849,1.00031,1.00031
0.266,0.891988,1.00031,1.00031
0.267,0.891987,1.00031,1.00031
0.268,0.891917,1.00031,1.00031
0.269,0.892457,1.00031,1.00031
0.27,0.891679,1.00031,1.00031
0.271,0.892054,1.00031,1.00031
0.272,0.891787,1.00031,1.00031
0.273,0.891854,1.00031,1.00031
0.274,0.891774,1.00031,1.00032
0.275,0.891518,1.00031,1.00033
0.276,0.892555,1.0003,1.00029
0.277,0.892266,1.0003,1.0003
0.278,0.891632,1.0003,1.0003
0.279,0.892261,1.0003,1.0003
0.28,0.892164,1.0003,1.00031
0.281,0.891987,1.0003,1.00031
0.282,0.892071,1.0003,1.00031
0.283,0.892171,1.0003,1.00031
0.284,0.892051,1.0003,1.00031
0.285,0.892057,1.0003,1.00031
0.286,0.891988,1.0003,1.00031
0.287,0.891866,1.0003,1.00031
0.288,0.89197,1.0003,1.00031
0.289,0.892012,1.0003,1.00031
0.29,0.891931,1.0003,1.00031
0.291,0.891943,1.0003,1.00031
0.292,0.891931,1.0003,1.00031
0.293,0.891825,1.0003,1.00031
0.294,0.891773,1.0003,1.00031
0.295,0.89185,1.0003,1.00031
0.296,0.891606,1.0003,1.00031
0.297,0.892033,1.0003,1.00031
0.298,0.8918,1.0003,1.00031
0.299,0.891773,1.0003,1.00031
0.3,0.891348,1.00031,1.00033
0.301,0.892538,1.0003,1.00028
0.302,0.892114,1.0003,1.0003
0.303,0.891939,1.0003,1.0003
0.304,0.892062,1.0003,1.0003
0.305,0.892042,1.0003,1.0003
0.306,0.891937,1.0003,1.00031
0.307,0.892082,1.0003,1.00031
0.308,0.892027,1.0003,1.00031
0.309,0.891906,1.0003,1.00031
0.31,0.892124,1.0003,1.00031
0.311,0.891956,1.0003,1.00031
0.312,0.892335,1.0003,1.00031
0.313,0.892141,1.0003,1.00031
0.314,0.892006,1.0003,1.00031
0.315,0.891938,1.0003,1.00031
0.316,0.89208,1.0003,1.00031
0.317,0.891972,1.0003,1.00031
0.318,0.891911,1.0003,1.00031
0.319,0.891899,1.0003,1.00031
0.32,0.891883,1.0003,1.00031
0.321,0.891962,1.0003,1.00031
0.322,0.891878,1.0003,1.00031
0.323,0.891764,1.0003,1.00031
0.324,0.89164,1.0003,1.00031
0.325,0.891601,1.0003,1.00033
0.326,0.892646,1.0003,1.00028
0.327,0.892016,1.0003,1.0003
0.328,0.892319,1.0003,1.0003
0.329,0.892163,1.0003,1.0003
0.33,0.892106,1.0003,1.0003
0.331,0.891885,1.0003,1.0003
0.332,0.892005,1.0003,1.0003
0.333,0.891599,1.0003,1.0003
0.334,0.891567,1.0003,1.0003
0.335,0.892085,1.0003,1.0003
0.336,0.892014,1.0003,1.00031
0.337,0.891877,1.0003,1.0003
0.338,0.892082,1.0003,1.0003
0.339,0.892048,1.0003,1.0003
0.34,0.891954,1.0003,1.0003
0.341,0.891947,1.0003,1.0003
0.342,0.89212,1.0003,1.00031
0.343,0.891987,1.0003,1.00031
0.344,0.891902,1.0003,1.00031
0.345,0.891915,1.0003,1.0003
0.346,0.891886,1.0003,1.00031
0.347,0.891889,1.0003,1.00031
0.348,0.891861,1.0003,1.00031
0.349,0.891692,1.0003,1.00031
0.35,0.891327,1.0003,1.00033
0.351,0.892536,1.0003,1.00028
0.352,0.892121,1.0003,1.00029
0.353,0.892042,1.0003,1.0003
0.354,0.892018,1.0003,1.0003
0.355,0.89199,1.0003,1.0003
0.356,0.891999,1.0003,1.0003
0.357,0.891971,1.0003,1.0003
0.358,0.891954,1.0003,1.0003
0.359,0.891961,1.0003,1.0003
0.36,0.891954,1.0003,1.0003
0.361,0.891948,1.0003,1.0003
0.362,0.891955,1.0003,1.0003
0.363,0.891928,1.0003,1.0003
0.364,0.891922,1.0003,1.0003
0.365,0.891916,1.0003,1.0003
0.366,0.891914,1.00029,1.0003
0.367,0.89192,1.00029,1.0003
0.368,0.891913,1.00029,1.0003
0.369,0.8919,1.00029,1.0003
0.37,0.891889,1.00029,1.0003
0.371,0.891862,1.00029,1.0003
0.372,0.89184,1.00029,1.00031
0.373,0.891815,1.00029,1.00031
0.374,0.891723,1.0003,1.00031
0.375,0.89131,1.0003,1.00033
0.376,0.8925,1.00029,1.00027
0.377,0.892131,1.00029,1.00029
0.378,0.892039,1.00029,1.00029
0.379,0.891974,1.00029,1.0003
0.38,0.89198,1.00029,1.0003
0.381,0.89197,1.00029,1.0003
0.382,0.891958,1.00029,1.0003
0.383,0.891952,1.00029,1.0003
0.384,0.891948,1.00029,1.0003
0.385,0.891929,1.00029,1.0003
0.386,0.891917,1.00029,1.0003
0.387,0.891923,1.00029,1.0003
0.388,0.891903,1.00029,1.0003
0.389,0.891876,1.00029,1.0003
0.39,0.891871,1.00029,1.0003
0.391,0.891855,1.00029,1.0003
0.392,0.891881,1.00029,1.0003
0.393,0.891863,1.00029,1.0003
0.394,0.89182,1.00029,1.0003
0.395,0.891772,1.00029,1.0003
0.396,0.891668,1.00029,1.0003
0.397,0.892024,1.00029,1.0003
0.398,0.891613,1.00029,1.0003
0.399,0.891928,1.00029,1.00031
0.4,0.89141,1.00029,1.00033
0.401,0.892591,1.00029,1.00027
0.402,0.892168,1.00029,1.00029
0.403,0.892071,1.00029,1.00029
0.404,0.892028,1.00029,1.00029
0.405,0.892013,1.00029,1.00029
0.406,0.891973,1.00029,1.00029
0.407,0.89198,1.00029,1.00029
0.408,0.891974,1.00029,1.00029
0.409,0.891949,1.00029,1.00029
0.41,0.89194,1.00028,1.00029
0.411,0.891924,1.00028,1.00029
0.412,0.891923,1.00028,1.00029
0.413,0.891903,1.00028,1.00029
0.414,0.891914,1.00028,1.00029
0.415,0.891877,1.00028,1.00029
0.416,0.891909,1.00028,1.00029
0.417,0.891883,1.00028,1.00029
0.418,0.891888,1.00028,1.00029
0.419,0.891884,1.00028,1.00029
0.42,0.891711,1.00028,1.00029
0.421,0.892076,1.00028,1.00029
0.422,0.891926,1.00028,1.00029
0.423,0.891856,1.00028,1.0003
0.424,0.891743,1.00028,1.0003
0.425,0.891254,1.00028,1.00032
0.426,0.892525,1.00027,1.00025
0.427,0.892084,1.00028,1.00028
0.428,0.891871,1.00028,1.00028
0.429,0.891672,1.00028,1.00028
0.43,0.89193,1.00028,1.00028
0.431,0.891953,1.00027,1.00028
0.432,0.89262,1.00027,1.00028
0.433,0.891726,1.00027,1.00028
0.434,0.891975,1.00027,1.00028
0.435,0.892097,1.00027,1.00028
0.436,0.891939,1.00027,1.00028
0.437,0.891826,1.00027,1.00028
0.438,0.891896,1.00027,1.00028
0.439,0.892103,1.00027,1.00028
0.44,0.892047,1.00027,1.00028
0.441,0.89211,1.00027,1.00028
0.442,0.892,1.00027,1.00028
0.443,0.891978,1.00027,1.00028
0.444,0.891951,1.00027,1.00028
0.445,0.891917,1.00026,1.00028
0.446,0.891953,1.00026,1.00028
0.447,0.891869,1.00026,1.00028
0.448,0.891824,1.00026,1.00028
0.449,0.891713,1.00026,1.00029
0.45,0.891341,1.00026,1.00033
0.451,0.892541,1.00025,1.00022
0.452,0.892109,1.00025,1.00025
0.453,0.892011,1.00025,1.00026
0.454,0.891928,1.00025,1.00026
0.455,0.891975,1.00025,1.00026
0.456,0.89198,1.00025,1.00026
0.457,0.891908,1.00024,1.00026
0.458,0.891903,1.00024,1.00025
0.459,0.891788,1.00024,1.00025
0.46,0.892326,1.00024,1.00025
0.461,0.892011,1.00024,1.00025
0.462,0.891984,1.00023,1.00025
0.463,0.891944,1.00023,1.00024
0.464,0.891946,1.00023,1.00024
0.465,0.891919,1.00022,1.00024
0.466,0.89192,1.00022,1.00024
0.467,0.891914,1.00021,1.00023
0.468,0.891884,1.00021,1.00023
0.469,0.89188,1.0002,1.00022
0.47,0.891564,1.0002,1.00022
0.471,0.89169,1.00019,1.00021
0.472,0.890766,1.00018,1.0002
0.473,0.89172,1.00018,1.0002
0.474,0.891334,1.00016,1.00019
0.475,0.89136,1.00015,1.00019
0.476,0.8926,1.00015,1.00014
0.477,0.892086,1.00013,1.00014
0.478,0.891988,1.00011,1.00012
0.479,0.891855,1.00008,1.0001
0.48,0.892286,1.00005,1.00007
0.481,0.892028,1.00001,1.00003
0.482,0.89177,0.999957,0.999977
0.483,0.8918,0.999882,0.999902
0.484,0.89147,0.999766,0.999788
0.485,0.890776,0.999578,0.999601
0.486,0.890359,0.999215,0.999238
0.487,0.890755,0.998245,0.998269
0.488,0.892083,0.988582,0.988606
0.489,0.891977,1.00394,1.00396
0.49,0.891951,1.002,1.00203
0.491,0.891771,1.00148,1.00151
0.492,0.891323,1.00126,1.00129
0.493,0.89158,1.00116,1.00119
0.494,0.890472,1.00112,1.00115
0.495,0.889261,1.00114,1.00117
0.496,0.889707,1.00121,1.00125
0.497,0.892254,1.00138,1.00142
0.498,0.892015,1.00174,1.00178
0.499,0.891929,1.00269,1.00273
0.5,0.891782,1.00899,1.00905
