time,U1,U2,U3
0.302,0.857655,1.00027,1.00026
0.303,0.858297,1.00027,1.00026
0.304,0.857967,1.00027,1.00027
0.305,0.85793,1.00027,1.00027
0.306,0.857905,1.00027,1.00027
0.307,0.857888,1.00027,1.00027
0.308,0.857874,1.00027,1.00027
0.309,0.857951,1.00027,1.00027
0.31,0.857854,1.00027,1.00027
0.311,0.85811,1.00027,1.00027
0.312,0.857838,1.00027,1.00027
0.313,0.857858,1.00027,1.00027
0.314,0.857958,1.00027,1.00027
0.315,0.857933,1.00027,1.00027
0.316,0.858078,1.00027,1.00027
0.317,0.85794,1.00027,1.00027
0.318,0.857737,1.00027,1.00027
0.319,0.85783,1.00027,1.00027
0.32,0.857844,1.00027,1.00027
0.321,0.857713,1.00027,1.00027
0.322,0.858308,1.00027,1.00027
0.323,0.857772,1.00027,1.00027
0.324,0.858029,1.00027,1.00027
0.325,0.85802,1.00027,1.00027
0.326,0.857746,1.00027,1.00027
0.327,0.85775,1.00027,1.00028
0.328,0.857718,1.00027,1.00028
0.329,0.857433,1.00027,1.00028
0.33,0.857615,1.00027,1.00028
0.331,0.857643,1.00027,1.00028
0.332,0.857668,1.00027,1.00029
0.333,0.856818,1.00027,1.00031
0.334,0.864083,1.00024,1.00009
0.335,0.858224,1.00026,1.00024
0.336,0.857909,1.00027,1.00026
0.337,0.858001,1.00027,1.00026
0.338,0.858177,1.00027,1.00026
0.339,0.857753,1.00027,1.00027
0.34,0.857979,1.00027,1.00027
0.341,0.857639,1.00027,1.00027
0.342,0.857839,1.00027,1.00027
0.343,0.858225,1.00027,1.00027
0.344,0.85729,1.00027,1.00027
0.345,0.8576,1.00027,1.00027
0.346,0.85787,1.00027,1.00027
0.347,0.85785,1.00027,1.00027
0.348,0.85779,1.00027,1.00027
0.349,0.857844,1.00027,1.00027
0.35,0.857776,1.00027,1.00027
0.351,0.857822,1.00027,1.00027
0.352,0.857817,1.00027,1.00027
0.353,0.857638,1.00027,1.00027
0.354,0.85774,1.00026,1.00027
0.355,0.857771,1.00026,1.00027
0.356,0.857709,1.00026,1.00027
0.357,0.857754,1.00026,1.00027
0.358,0.857689,1.00026,1.00027
0.359,0.857182,1.00026,1.00027
0.36,0.857988,1.00026,1.00027
0.361,0.857865,1.00027,1.00027
0.362,0.857774,1.00026,1.00027
0.363,0.857741,1.00026,1.00028
0.364,0.857616,1.00026,1.00028
0.365,0.857629,1.00026,1.00028
0.366,0.857396,1.00027,1.0003
0.367,0.855852,1.00028,1.00048
0.368,0.858497,1.00026,1.00023
0.369,0.858048,1.00026,1.00025
0.37,0.857935,1.00026,1.00025
0.371,0.858001,1.00026,1.00026
0.372,0.857885,1.00026,1.00026
0.373,0.857876,1.00026,1.00026
0.374,0.857845,1.00026,1.00026
0.375,0.857836,1.00026,1.00026
0.376,0.857782,1.00026,1.00026
0.377,0.857793,1.00026,1.00026
0.378,0.85783,1.00026,1.00026
0.379,0.85781,1.00026,1.00026
0.38,0.857793,1.00026,1.00026
0.381,0.857797,1.00026,1.00026
0.382,0.857832,1.00026,1.00026
0.383,0.857732,1.00026,1.00026
0.384,0.857779,1.00026,1.00026
0.385,0.857795,1.00026,1.00026
0.386,0.857737,1.00026,1.00026
0.387,0.857788,1.00026,1.00026
0.388,0.857773,1.00026,1.00026
0.389,0.857765,1.00026,1.00026
0.39,0.857804,1.00026,1.00026
0.391,0.857734,1.00026,1.00026
0.392,0.857706,1.00026,1.00026
0.393,0.857727,1.00026,1.00027
0.394,0.857688,1.00026,1.00027
0.395,0.857695,1.00025,1.00027
0.396,0.857647,1.00026,1.00027
0.397,0.857605,1.00026,1.00027
0.398,0.857539,1.00026,1.00027
0.399,0.857417,1.00026,1.00028
0.4,0.856836,1.00026,1.00034
0.401,0.859297,1.00024,1.00018
0.402,0.858196,1.00025,1.00023
0.403,0.857956,1.00025,1.00024
0.404,0.857891,1.00025,1.00025
0.405,0.857879,1.00025,1.00025
0.406,0.85786,1.00025,1.00025
0.407,0.857821,1.00025,1.00025
0.408,0.857892,1.00025,1.00025
0.409,0.857747,1.00025,1.00025
0.41,0.857735,1.00025,1.00025
0.411,0.857621,1.00025,1.00025
0.412,0.863093,1.00025,1.00025
0.413,0.857938,1.00025,1.00025
0.414,0.857908,1.00025,1.00025
0.415,0.857745,1.00025,1.00025
0.416,0.8578,1.00025,1.00025
0.417,0.857773,1.00024,1.00025
0.418,0.857789,1.00024,1.00025
0.419,0.857806,1.00024,1.00025
0.42,0.857779,1.00024,1.00025
0.421,0.857814,1.00024,1.00025
0.422,0.85774,1.00024,1.00025
0.423,0.857762,1.00024,1.00025
0.424,0.857662,1.00024,1.00025
0.425,0.857709,1.00024,1.00025
0.426,0.857675,1.00024,1.00025
0.427,0.857714,1.00024,1.00025
0.428,0.857683,1.00024,1.00025
0.429,0.857562,1.00024,1.00025
0.43,0.85756,1.00024,1.00026
0.431,0.857564,1.00024,1.00026
0.432,0.857519,1.00024,1.00027
0.433,0.857239,1.00024,1.00031
0.434,0.872485,1.00019,0.999948
0.435,0.858227,1.00022,1.00019
0.436,0.858018,1.00023,1.00021
0.437,0.857815,1.00022,1.00022
0.438,0.857819,1.00023,1.00022
0.439,0.857768,1.00022,1.00022
0.44,0.857382,1.00022,1.00022
0.441,0.858094,1.00022,1.00022
0.442,0.857928,1.00022,1.00023
0.443,0.857887,1.00022,1.00022
0.444,0.857848,1.00022,1.00022
0.445,0.857819,1.00022,1.00022
0.446,0.857539,1.00021,1.00022
0.447,0.857245,1.00021,1.00022
0.448,0.857739,1.00021,1.00022
0.449,0.857788,1.00021,1.00022
0.45,0.857747,1.00021,1.00021
0.451,0.857763,1.0002,1.00021
0.452,0.857695,1.0002,1.00021
0.453,0.857759,1.0002,1.00021
0.454,0.857717,1.0002,1.00021
0.455,0.857639,1.00019,1.0002
0.456,0.857738,1.00019,1.0002
0.457,0.857791,1.00019,1.0002
0.458,0.857738,1.00018,1.00019
0.459,0.857732,1.00018,1.00019
0.46,0.857435,1.00017,1.00019
0.461,0.85795,1.00017,1.00018
0.462,0.857601,1.00016,1.00018
0.463,0.857686,1.00016,1.00017
0.464,0.857339,1.00015,1.00017
0.465,0.85759,1.00014,1.00017
0.466,0.856715,1.00013,1.00017
0.467,0.855276,1.0001,1.0003
0.468,0.856768,1.00012,1.00009
0.469,0.85716,1.0001,1.0001
0.47,0.858276,1.00009,1.00009
0.471,0.856915,1.00007,1.00008
0.472,0.856527,1.00005,1.00006
0.473,0.855974,1.00003,1.00004
0.474,0.856926,0.999999,1.00001
0.475,0.85797,0.999964,0.999974
0.476,0.85787,0.999918,0.999929
0.477,0.857859,0.99986,0.999872
0.478,0.857814,0.999781,0.999794
0.479,0.857619,0.999669,0.999683
0.48,0.857772,0.9995,0.999514
0.481,0.857557,0.999216,0.999231
0.482,0.855532,0.998651,0.998666
0.483,0.855975,0.99701,0.997025
0.484,0.856796,0.944625,0.944638
0.485,0.855809,1.00433,1.00435
0.486,0.855184,1.00234,1.00236
0.487,0.856908,1.00172,1.00174
0.488,0.853858,1.00143,1.00144
0.489,0.85758,1.00127,1.00128
0.49,0.857468,1.00117,1.00119
0.491,0.858883,1.00112,1.00114
0.492,0.857731,1.00111,1.00113
0.493,0.857621,1.00112,1.00114
0.494,0.857458,1.00116,1.00119
0.495,0.856342,1.00125,1.00128
0.496,0.858146,1.0014,1.00143
0.497,0.857808,1.00166,1.00169
0.498,0.855138,1.00218,1.00221
0.499,0.858198,1.00348,1.00352
0.5,0.857703,1.01204,1.01211
