time,U1,U2,U3,U4,U5,U6
0.105,0.474256,0.473062,0.995716,0.474257,0.995716,0.473059
0.106,0.466845,0.470961,0.995461,0.466845,0.995461,0.470957
0.107,0.467783,0.471637,0.995479,0.467784,0.995479,0.471632
0.108,0.469561,0.471442,0.994741,0.469561,0.994742,0.471439
0.109,0.466793,0.472394,0.995364,0.466792,0.995365,0.472391
0.11,0.467196,0.464292,0.99542,0.467195,0.99542,0.464291
0.111,0.468133,0.471244,0.995356,0.468134,0.995356,0.471241
0.112,0.465341,0.472231,0.995342,0.465342,0.995342,0.472229
0.113,0.482805,0.472533,0.995291,0.482804,0.995291,0.472531
0.114,0.467173,0.472347,0.995923,0.467173,0.995924,0.472344
0.115,0.468204,0.472069,0.995522,0.468204,0.995522,0.472067
0.116,0.467953,0.476866,0.995121,0.467952,0.995121,0.476864
0.117,0.46765,0.472331,0.995438,0.467651,0.995438,0.47233
0.118,0.467873,0.47093,0.995424,0.467873,0.995423,0.470929
0.119,0.467492,0.472151,0.995412,0.467493,0.995412,0.472151
0.12,0.466686,0.473678,0.995457,0.466687,0.995458,0.473679
0.121,0.468096,0.46467,0.995418,0.468098,0.995418,0.464672
0.122,0.468065,0.471308,0.995365,0.468066,0.995365,0.47131
0.123,0.467556,0.472463,0.995122,0.467557,0.995122,0.472464
0.124,0.468823,0.472184,0.995633,0.468825,0.995633,0.472187
0.125,0.4678,0.471589,0.995496,0.467802,0.995497,0.471592
0.126,0.467862,0.471402,0.995484,0.467863,0.995484,0.471405
0.127,0.467463,0.472995,0.995471,0.467464,0.995472,0.472998
0.128,0.468101,0.471593,0.995473,0.468103,0.995473,0.471597
0.129,0.522379,0.471404,0.995431,0.522383,0.995431,0.471408
0.13,0.467397,0.474207,0.995433,0.467398,0.995434,0.474211
0.131,0.468018,0.472617,0.995403,0.468019,0.995403,0.47262
0.132,0.466901,0.471734,0.995283,0.466902,0.995283,0.471736
0.133,0.466881,0.470658,0.995765,0.466881,0.995766,0.470661
0.134,0.46807,0.470524,0.995535,0.468072,0.995535,0.470525
0.135,0.466812,0.470907,0.99559,0.466812,0.99559,0.470908
0.136,0.469742,0.47083,0.995682,0.469743,0.995682,0.470832
0.137,0.467281,0.472341,0.995468,0.467281,0.995469,0.472343
0.138,0.46718,0.539586,0.995391,0.467179,0.995392,0.539587
0.139,0.471339,0.472594,0.995449,0.471339,0.99545,0.472597
0.14,0.46771,0.473313,0.995462,0.467711,0.995463,0.473315
0.141,0.467577,0.46807,0.995228,0.467578,0.995229,0.468072
0.142,0.467832,0.469026,0.995705,0.467831,0.995706,0.469028
0.143,0.467405,0.471689,0.995446,0.467405,0.995447,0.471692
0.144,0.467876,0.469695,0.995554,0.467876,0.995556,0.469698
0.145,0.43466,0.472973,0.995494,0.434659,0.995496,0.472978
0.146,0.47538,0.472994,0.995533,0.475379,0.995534,0.472996
0.147,0.466955,0.472215,0.997021,0.466955,0.997022,0.472217
0.148,0.462052,0.471749,0.995609,0.462051,0.99561,0.47175
0.149,0.467431,0.470414,0.995436,0.467432,0.995437,0.470416
0.15,0.467416,0.47384,0.99568,0.467416,0.995681,0.473841
0.151,0.467584,0.471795,0.995644,0.467584,0.995645,0.471795
0.152,0.468276,0.471456,0.99557,0.468277,0.995572,0.471456
0.153,0.468413,0.471713,0.99554,0.468413,0.995541,0.471715
0.154,0.467521,0.470526,0.995546,0.467522,0.995548,0.470526
0.155,0.467374,0.473232,0.995534,0.467374,0.995535,0.47323
0.156,0.467523,0.472177,0.995523,0.467523,0.995524,0.472175
0.157,0.467712,0.47137,0.99547,0.467712,0.995472,0.471369
0.158,0.467234,0.472571,0.994677,0.467234,0.994678,0.472569
0.159,0.464138,0.47173,0.995684,0.464138,0.995685,0.471729
0.16,0.468343,0.474492,0.995591,0.468343,0.995592,0.474491
0.161,0.467003,0.472532,0.995602,0.467002,0.995603,0.472531
0.162,0.467419,0.489925,0.995551,0.467417,0.995552,0.489921
0.163,0.46993,0.472582,0.995565,0.46993,0.995566,0.472581
0.164,0.467999,0.471563,0.995592,0.467998,0.995593,0.471563
0.165,0.468194,0.471427,0.995547,0.468193,0.995548,0.471426
0.166,0.463724,0.47544,0.995554,0.463723,0.995555,0.475438
0.167,0.466071,0.471592,0.995656,0.466072,0.995657,0.471592
0.168,0.46762,0.471835,0.995618,0.46762,0.995619,0.471834
0.169,0.466296,0.467522,0.995458,0.466296,0.995459,0.467521
0.17,0.467945,0.471256,0.995585,0.467945,0.995585,0.471255
0.171,0.467051,0.479752,0.995566,0.467051,0.995568,0.47975
0.172,0.467321,0.471098,0.995482,0.46732,0.995484,0.471097
0.173,0.466607,0.471043,0.99511,0.466606,0.995111,0.471042
0.174,0.525774,0.470011,0.995674,0.525773,0.995675,0.470011
0.175,0.466313,0.471133,0.99564,0.466313,0.995641,0.471131
0.176,0.47093,0.471063,0.995635,0.470931,0.995636,0.471061
0.177,0.468364,0.471274,0.995608,0.468364,0.995608,0.471273
0.178,0.467234,0.457283,0.995598,0.467233,0.995599,0.457285
0.179,0.473161,0.470091,0.995531,0.47316,0.995532,0.470089
0.18,0.46797,0.478505,0.995542,0.46797,0.995543,0.478504
0.181,0.467546,0.471644,0.995738,0.467546,0.995738,0.471643
0.182,0.467412,0.471114,0.995735,0.467411,0.995735,0.471114
0.183,0.467446,0.470918,0.995637,0.467446,0.995637,0.470917
0.184,0.468054,0.461479,0.995615,0.468054,0.995615,0.461478
0.185,0.46783,0.47159,0.995584,0.467831,0.995584,0.471588
0.186,0.46711,0.470908,0.996009,0.46711,0.996009,0.470908
0.187,0.463304,0.473377,0.995719,0.463303,0.99572,0.473378
0.188,0.467256,0.471405,0.995669,0.467255,0.995669,0.471404
0.189,0.467205,0.471232,0.995654,0.467204,0.995655,0.471231
0.19,0.46812,0.471721,0.995624,0.468119,0.995624,0.471721
0.191,0.468056,0.471191,0.995512,0.468055,0.995512,0.471191
0.192,0.467556,0.47128,0.9958,0.467556,0.9958,0.47128
0.193,0.467676,0.471646,0.995714,0.467676,0.995714,0.471646
0.194,0.4664,0.47255,0.995685,0.4664,0.995685,0.472549
0.195,0.467463,0.469677,0.995687,0.467462,0.995688,0.469676
0.196,0.467486,0.471321,0.994798,0.467484,0.994798,0.47132
0.197,0.467118,0.47176,0.99569,0.467119,0.995689,0.47176
0.198,0.467368,0.470869,0.995676,0.467367,0.995676,0.470867
0.199,0.466103,0.471737,0.995605,0.466103,0.995604,0.471736
0.2,0.466994,0.473145,0.996424,0.466994,0.996424,0.473144
0.201,0.467639,0.472044,0.995728,0.46764,0.995728,0.472044
0.202,0.55399,0.471385,0.995674,0.553988,0.995674,0.471384
0.203,0.466824,0.472756,0.995156,0.466824,0.995156,0.472755
0.204,0.467637,0.471073,0.995727,0.467638,0.995727,0.47107
0.205,0.465073,0.471007,0.995575,0.465073,0.995575,0.471005
0.206,0.467263,0.471998,0.995736,0.467262,0.995736,0.471996
0.207,0.466752,0.471476,0.995796,0.466752,0.995796,0.471475
0.208,0.467607,0.471946,0.995839,0.467607,0.995839,0.471945
0.209,0.467258,0.473115,0.99576,0.467258,0.99576,0.473113
0.21,0.468514,0.472437,0.995752,0.468513,0.995751,0.472438
0.211,0.467384,0.47144,0.995796,0.467384,0.995795,0.471439
0.212,0.46758,0.471276,0.996407,0.46758,0.996406,0.471275
0.213,0.466332,0.471477,0.99574,0.466332,0.995739,0.471477
0.214,0.468362,0.451106,0.995753,0.468362,0.995752,0.451106
0.215,0.467968,0.470953,0.995758,0.467968,0.995757,0.470953
0.216,0.466843,0.472493,0.995787,0.466843,0.995785,0.472493
0.217,0.448179,0.471147,0.995785,0.448181,0.995785,0.471146
0.218,0.469776,0.473394,0.995364,0.469777,0.995363,0.473394
0.219,0.467133,0.471297,0.995751,0.467134,0.99575,0.471298
0.22,0.467699,0.471536,0.995777,0.4677,0.995776,0.471535
0.221,0.470011,0.471632,0.995833,0.470011,0.995832,0.471631
0.222,0.467154,0.474606,0.995749,0.467154,0.995747,0.474605
0.223,0.467719,0.4717,0.995799,0.46772,0.995797,0.471699
0.224,0.468007,0.471199,0.995781,0.468007,0.99578,0.471198
0.225,0.423605,0.471582,0.996358,0.423605,0.996357,0.47158
0.226,0.467879,0.473153,0.995739,0.467879,0.995738,0.473152
0.227,0.46797,0.470893,0.995715,0.46797,0.995713,0.470892
0.228,0.46767,0.470663,0.99588,0.467671,0.995879,0.470662
0.229,0.469452,0.470792,0.995786,0.469451,0.995785,0.470791
0.23,0.467392,0.471124,0.995779,0.467393,0.995777,0.471123
0.231,0.467374,0.471741,0.995795,0.467375,0.995794,0.471741
0.232,0.466829,0.458985,0.995806,0.46683,0.995804,0.458987
0.233,0.471085,0.47085,0.995791,0.471085,0.99579,0.47085
0.234,0.467908,0.470777,0.995805,0.467908,0.995804,0.470778
0.235,0.467033,0.541092,0.995829,0.467034,0.995828,0.541091
0.236,0.471178,0.471041,0.99574,0.471178,0.995739,0.471042
0.237,0.466573,0.472029,0.995792,0.466573,0.995791,0.472027
0.238,0.467597,0.47167,0.995809,0.467597,0.995808,0.471669
0.239,0.468521,0.474681,0.995839,0.468522,0.995839,0.47468
0.24,0.46771,0.471649,0.995816,0.46771,0.995815,0.471647
0.241,0.467267,0.47214,0.995839,0.467266,0.995838,0.472138
0.242,0.467567,0.471629,0.995839,0.467567,0.995838,0.471628
0.243,0.467396,0.476626,0.995875,0.467396,0.995873,0.476624
0.244,0.456451,0.471452,0.995818,0.456451,0.995817,0.471451
0.245,0.468023,0.470822,0.995844,0.468023,0.995843,0.470823
0.246,0.467355,0.471203,0.99583,0.467355,0.995829,0.471203
0.247,0.467914,0.474352,0.995863,0.467915,0.995861,0.474351
0.248,0.467222,0.470932,0.995856,0.467222,0.995855,0.470932
0.249,0.462086,0.471582,0.995761,0.462085,0.99576,0.471581
0.25,0.465453,0.472694,0.995858,0.465453,0.995856,0.472694
0.251,0.467728,0.470501,0.995864,0.467729,0.995863,0.470502
0.252,0.46646,0.472914,0.995884,0.466461,0.995883,0.472915
0.253,0.467496,0.471473,0.995919,0.467495,0.995918,0.471474
0.254,0.46783,0.471042,0.995813,0.467831,0.995812,0.471044
0.255,0.467343,0.471507,0.998341,0.467344,0.998342,0.471508
0.256,0.463443,0.470919,0.995894,0.463444,0.995894,0.470921
0.257,0.467937,0.473981,0.995906,0.467938,0.995906,0.473982
0.258,0.467867,0.466448,0.995918,0.467868,0.995917,0.466449
0.259,0.467328,0.46872,0.995596,0.467329,0.995595,0.468721
0.26,0.467915,0.471254,0.995848,0.467915,0.995847,0.471256
0.261,0.467177,0.471887,0.995874,0.467177,0.995873,0.47189
0.262,0.515678,0.471298,0.995839,0.515679,0.995837,0.4713
0.263,0.467469,0.471354,0.995787,0.46747,0.995786,0.471356
0.264,0.473365,0.471303,0.995918,0.473365,0.995917,0.471305
0.265,0.467282,0.568253,0.995871,0.467283,0.99587,0.568254
0.266,0.467563,0.472087,0.995921,0.467564,0.99592,0.472088
0.267,0.469637,0.471701,0.995896,0.469638,0.995895,0.471702
0.268,0.466954,0.471192,0.995929,0.466955,0.995928,0.471193
0.269,0.466136,0.471158,0.995959,0.466136,0.995958,0.471159
0.27,0.468735,0.470557,0.996475,0.468735,0.996474,0.470557
0.271,0.467262,0.471212,0.995991,0.467263,0.99599,0.471213
0.272,0.4663,0.470684,0.9946,0.466301,0.994599,0.470685
0.273,0.467137,0.470793,0.995885,0.467138,0.995885,0.470795
0.274,0.467396,0.471213,0.995929,0.467397,0.995929,0.471214
0.275,0.467567,0.471328,0.995961,0.467567,0.995961,0.471331
0.276,0.467215,0.471464,0.996168,0.467216,0.996167,0.471465
0.277,0.468127,0.471318,0.995951,0.468128,0.99595,0.471321
0.278,0.470135,0.471233,0.995979,0.470136,0.995978,0.471237
0.279,0.467391,0.469887,0.99542,0.467391,0.99542,0.469891
0.28,0.468511,0.47159,0.995944,0.468511,0.995944,0.471592
0.281,0.467071,0.470746,0.995959,0.467071,0.995959,0.470747
0.282,0.467388,0.470705,0.995988,0.467389,0.995987,0.470706
0.283,0.467442,0.471701,0.995714,0.467442,0.995714,0.471703
0.284,0.467721,0.470704,0.995997,0.46772,0.995996,0.470705
0.285,0.465858,0.470422,0.995818,0.465858,0.995818,0.470423
0.286,0.466877,0.470466,0.995997,0.466877,0.995996,0.470468
0.287,0.467115,0.466823,0.996007,0.467116,0.996006,0.466822
0.288,0.381848,0.47132,0.995723,0.381849,0.995722,0.47132
0.289,0.467242,0.471771,0.996009,0.467242,0.996008,0.471771
0.29,0.467793,0.470424,0.996061,0.467793,0.996061,0.470425
0.291,0.466455,0.471274,0.996044,0.466455,0.996044,0.471274
0.292,0.467858,0.472666,0.995882,0.467858,0.995882,0.472667
0.293,0.465928,0.462826,0.995897,0.465928,0.995897,0.462828
0.294,0.467457,0.470697,0.996028,0.467458,0.996027,0.470699
0.295,0.467366,0.471091,0.996036,0.467367,0.996035,0.471092
0.296,0.467419,0.470353,0.99607,0.46742,0.99607,0.470353
0.297,0.467187,0.47133,0.996022,0.467188,0.996022,0.47133
0.298,0.467577,0.470454,0.995983,0.467577,0.995983,0.470453
0.299,0.467601,0.47134,0.996056,0.467601,0.996056,0.47134
0.3,0.467023,0.471316,0.996031,0.467023,0.996032,0.471317
0.301,0.467626,0.468494,0.99604,0.467626,0.99604,0.468495
0.302,0.478735,0.470763,0.99607,0.478735,0.99607,0.470763
0.303,0.467352,0.470038,0.99627,0.467352,0.99627,0.470039
0.304,0.467545,0.471226,0.996093,0.467545,0.996094,0.471226
0.305,0.467576,0.472029,0.998357,0.467576,0.998358,0.472029
0.306,0.46761,0.471969,0.99611,0.467609,0.996111,0.471971
0.307,0.46682,0.46718,0.996152,0.46682,0.996153,0.467181
0.308,0.467539,0.471895,0.996113,0.467539,0.996114,0.471897
0.309,0.467965,0.470738,0.996011,0.467964,0.996012,0.470739
0.31,0.46722,0.469484,0.996166,0.467219,0.996166,0.469486
0.311,0.467208,0.471438,0.996069,0.467208,0.99607,0.471439
0.312,0.466776,0.471724,0.996055,0.466776,0.996056,0.471726
0.313,0.467517,0.471676,0.996144,0.467516,0.996145,0.471677
0.314,0.467355,0.471541,0.996104,0.467356,0.996105,0.471542
0.315,0.467663,0.470471,0.995649,0.467664,0.99565,0.470472
0.316,0.470713,0.471415,0.996164,0.470714,0.996165,0.471418
0.317,0.469066,0.471063,0.995787,0.469066,0.995788,0.471065
0.318,0.467562,0.470938,0.996059,0.467563,0.996059,0.470939
0.319,0.467534,0.471372,0.996347,0.467535,0.996349,0.471375
0.32,0.457446,0.471426,0.996131,0.457447,0.996132,0.471428
0.321,0.467148,0.471425,0.996275,0.467149,0.996276,0.471426
0.322,0.467848,0.4707,0.996104,0.467849,0.996105,0.470701
0.323,0.467074,0.471693,0.996123,0.467076,0.996125,0.471695
0.324,0.472066,0.5195,0.996202,0.472068,0.996204,0.519499
0.325,0.471408,0.471108,0.996296,0.471411,0.996297,0.47111
0.326,0.467536,0.471317,0.996046,0.467537,0.996047,0.471318
0.327,0.467418,0.471191,0.996116,0.46742,0.996117,0.471192
0.328,0.467004,0.47082,0.996132,0.467005,0.996134,0.47082
0.329,0.46717,0.470906,0.996169,0.467172,0.99617,0.470907
0.33,0.465594,0.471358,0.996216,0.465595,0.996216,0.471357
0.331,0.469129,0.470894,0.996111,0.46913,0.996112,0.470895
0.332,0.467438,0.47103,0.996152,0.467438,0.996153,0.471031
0.333,0.453471,0.470724,0.996184,0.453471,0.996186,0.470725
0.334,0.467244,0.471607,0.996311,0.467244,0.996311,0.471608
0.335,0.46735,0.471841,0.996212,0.467351,0.996212,0.471842
0.336,0.468196,0.470937,0.994251,0.468196,0.994252,0.470937
0.337,0.467454,0.471567,0.996207,0.467454,0.996208,0.471568
0.338,0.467461,0.471346,0.996321,0.46746,0.996321,0.471346
0.339,0.467956,0.467138,0.996147,0.467957,0.996147,0.467138
0.34,0.463283,0.468089,0.996289,0.463285,0.99629,0.46809
0.341,0.467444,0.470439,0.996246,0.467445,0.996247,0.470438
0.342,0.467062,0.471707,0.996183,0.467062,0.996184,0.471707
0.343,0.467738,0.470855,0.996238,0.467738,0.99624,0.470856
0.344,0.467662,0.470839,0.996259,0.467661,0.99626,0.470839
0.345,0.467609,0.471535,0.995722,0.46761,0.995724,0.471536
0.346,0.467831,0.469462,0.996252,0.467832,0.996253,0.469461
0.347,0.473861,0.471133,0.996294,0.473863,0.996296,0.471132
0.348,0.466882,0.470693,0.996244,0.466883,0.996244,0.470693
0.349,0.467785,0.487928,0.996311,0.467786,0.996311,0.487928
0.35,0.467232,0.470831,0.996285,0.467232,0.996285,0.470831
0.351,0.467277,0.471071,0.996173,0.467278,0.996174,0.471071
0.352,0.466795,0.470043,0.99631,0.466796,0.996312,0.470042
0.353,0.467352,0.467819,0.996281,0.467352,0.996283,0.467819
0.354,0.470177,0.472037,0.996392,0.470179,0.996394,0.472035
0.355,0.466039,0.470288,0.996226,0.466041,0.996226,0.470289
0.356,0.467141,0.470905,0.996353,0.467142,0.996354,0.470905
0.357,0.467924,0.471194,0.995952,0.467925,0.995954,0.471195
0.358,0.465976,0.471294,0.995796,0.465978,0.995798,0.471294
0.359,0.465833,0.470819,0.99643,0.465835,0.996431,0.47082
0.36,0.467883,0.471197,0.997428,0.467884,0.997429,0.471197
0.361,0.468014,0.470629,0.996255,0.468014,0.996256,0.47063
0.362,0.46644,0.471194,0.996319,0.46644,0.99632,0.471195
0.363,0.468445,0.468512,0.996338,0.468446,0.996339,0.468513
0.364,0.465726,0.470767,0.996336,0.465727,0.996337,0.470767
0.365,0.467317,0.470619,0.9963,0.467318,0.996301,0.470619
0.366,0.467729,0.471208,0.996357,0.46773,0.996358,0.471207
0.367,0.468195,0.470181,0.996398,0.468196,0.996398,0.47018
0.368,0.47019,0.469807,0.996389,0.47019,0.996389,0.469805
0.369,0.467024,0.470831,0.996443,0.467024,0.996442,0.47083
0.37,0.466963,0.470402,0.996387,0.466963,0.996387,0.470401
0.371,0.468502,0.471093,0.99638,0.468501,0.996381,0.471092
0.372,0.467378,0.471136,0.996411,0.467379,0.996411,0.471136
0.373,0.394574,0.470267,0.996421,0.394574,0.996421,0.470268
0.374,0.467385,0.470769,0.996402,0.467387,0.996401,0.470769
0.375,0.467549,0.470768,0.996579,0.46755,0.996579,0.470769
0.376,0.467793,0.471221,0.996381,0.467793,0.996381,0.471221
0.377,0.467655,0.470785,0.996431,0.467655,0.99643,0.470786
0.378,0.46704,0.471227,0.996441,0.467042,0.996441,0.471227
0.379,0.46658,0.470792,0.996469,0.46658,0.996468,0.470793
0.38,0.467795,0.468012,0.996522,0.467795,0.996522,0.468012
0.381,0.465413,0.470894,0.996425,0.465414,0.996424,0.470894
0.382,0.467654,0.470773,0.996479,0.467654,0.996479,0.470773
0.383,0.467695,0.468134,0.99646,0.467696,0.99646,0.468134
0.384,0.467136,0.469837,0.996486,0.467137,0.996485,0.469837
0.385,0.467797,0.459776,0.996515,0.467797,0.996514,0.459775
0.386,0.467613,0.469821,0.996512,0.467612,0.996512,0.46982
0.387,0.467537,0.470857,0.996351,0.467537,0.996351,0.470857
0.388,0.467381,0.471166,0.996527,0.467381,0.996527,0.471166
0.389,0.467231,0.47053,0.99658,0.467232,0.99658,0.47053
0.39,0.467525,0.471155,0.996522,0.467525,0.996522,0.471154
0.391,0.467583,0.470866,0.996556,0.467582,0.996557,0.470867
0.392,0.470386,0.470611,0.996562,0.470385,0.996563,0.470612
0.393,0.46745,0.470188,0.996588,0.467449,0.996589,0.470189
0.394,0.467783,0.470289,0.996452,0.467781,0.996454,0.470291
0.395,0.468038,0.470716,0.996262,0.468038,0.996264,0.470719
0.396,0.467686,0.470598,0.996561,0.467686,0.996562,0.4706
0.397,0.459957,0.470282,0.996571,0.459957,0.996571,0.470284
0.398,0.466132,0.470151,0.996577,0.466132,0.996578,0.470152
0.399,0.467182,0.470918,0.996599,0.467182,0.9966,0.470918
0.4,0.46813,0.472889,0.996617,0.468129,0.996618,0.472888
0.401,0.467284,0.470618,0.996561,0.467282,0.996562,0.470618
0.402,0.467779,0.471855,0.996663,0.467779,0.996665,0.471855
0.403,0.467529,0.471685,0.996623,0.467529,0.996623,0.471683
0.404,0.467145,0.471415,0.995952,0.467145,0.995953,0.471413
0.405,0.467127,0.471063,0.996613,0.467127,0.996614,0.471062
0.406,0.46844,0.470911,0.996631,0.46844,0.996631,0.47091
0.407,0.467267,0.469999,0.996665,0.467267,0.996665,0.469997
0.408,0.467563,0.471003,0.996734,0.467564,0.996734,0.471002
0.409,0.467668,0.470536,0.996671,0.467667,0.996671,0.470535
0.41,0.463802,0.470138,0.996683,0.463801,0.996683,0.470135
