time,U1,U2,U3,U4,U5,U6
0.411,0.467223,0.470834,0.996563,0.467222,0.996564,0.470832
0.412,0.46706,0.471233,0.996697,0.46706,0.996696,0.471232
0.413,0.469042,0.470125,0.996744,0.469041,0.996744,0.470123
0.414,0.467764,0.470838,0.996711,0.467763,0.996711,0.470836
0.415,0.467151,0.47165,0.996762,0.46715,0.996762,0.471649
0.416,0.467479,0.47118,0.996746,0.467479,0.996746,0.471178
0.417,0.468893,0.470728,0.996722,0.468892,0.996722,0.470726
0.418,0.482548,0.470826,0.996769,0.482549,0.996769,0.470825
0.419,0.467248,0.471362,0.996813,0.467248,0.996813,0.47136
0.42,0.468106,0.472697,0.996833,0.468105,0.996833,0.472696
0.421,0.467147,0.471425,0.996792,0.467148,0.996792,0.471424
0.422,0.46622,0.47067,0.996797,0.466219,0.996797,0.470668
0.423,0.463185,0.471006,0.996807,0.463184,0.996808,0.471005
0.424,0.466964,0.47024,0.996828,0.466963,0.996828,0.470238
0.425,0.458397,0.467101,0.996553,0.458398,0.996554,0.4671
0.426,0.466791,0.470443,0.996812,0.466792,0.996812,0.470441
0.427,0.467455,0.469765,0.996865,0.467455,0.996865,0.469762
0.428,0.467575,0.470837,0.996717,0.467576,0.996717,0.470834
0.429,0.467523,0.422459,0.997197,0.467524,0.997197,0.42246
0.43,0.467063,0.470512,0.996829,0.467064,0.996829,0.470511
0.431,0.44657,0.471113,0.996862,0.446572,0.996861,0.471111
0.432,0.46675,0.470378,0.996919,0.466751,0.996918,0.470376
0.433,0.466898,0.470931,0.996893,0.4669,0.996893,0.470929
0.434,0.467957,0.469758,0.996919,0.467958,0.996918,0.469755
0.435,0.468528,0.47163,0.997258,0.468527,0.997257,0.471627
0.436,0.465049,0.470854,0.996929,0.465049,0.996929,0.470851
0.437,0.46737,0.470793,0.996945,0.46737,0.996944,0.470789
0.438,0.467423,0.471189,0.996959,0.467423,0.996957,0.471186
0.439,0.467344,0.470189,0.996973,0.467344,0.996972,0.470187
0.44,0.467106,0.469831,0.996999,0.467105,0.996998,0.469829
0.441,0.466856,0.469916,0.996998,0.466855,0.996997,0.469913
0.442,0.46759,0.471112,0.99701,0.467589,0.997009,0.471109
0.443,0.467367,0.472734,0.997042,0.467366,0.997042,0.472731
0.444,0.467378,0.471819,0.997026,0.467377,0.997026,0.471816
0.445,0.467382,0.471749,0.99704,0.467383,0.997039,0.471746
0.446,0.467436,0.469774,0.997056,0.467437,0.997057,0.469771
0.447,0.466753,0.471048,0.997072,0.466754,0.997073,0.471044
0.448,0.4671,0.470698,0.997091,0.467101,0.997091,0.470695
0.449,0.467228,0.471465,0.997095,0.467229,0.997096,0.471461
0.45,0.467233,0.47078,0.997122,0.467234,0.997123,0.470777
0.451,0.469518,0.473293,0.997138,0.469519,0.997138,0.47329
0.452,0.465064,0.47064,0.997001,0.465065,0.997001,0.470636
0.453,0.461497,0.471168,0.997132,0.461498,0.997131,0.471163
0.454,0.466187,0.470282,0.997155,0.466188,0.997154,0.470278
0.455,0.466156,0.470516,0.997159,0.466157,0.997158,0.470514
0.456,0.46733,0.470871,0.997188,0.467331,0.997188,0.470868
0.457,0.463434,0.472568,0.997258,0.463435,0.997257,0.472564
0.458,0.467471,0.469415,0.997217,0.467471,0.997217,0.46941
0.459,0.469179,0.471408,0.997234,0.46918,0.997234,0.471405
0.46,0.466572,0.472268,0.997252,0.466573,0.997252,0.472264
0.461,0.468282,0.461576,0.997248,0.468283,0.997247,0.461572
0.462,0.466209,0.470846,0.997276,0.466209,0.997274,0.470842
0.463,0.467981,0.470464,0.99732,0.467981,0.997317,0.47046
0.464,0.467038,0.470826,0.997452,0.467037,0.99745,0.470822
0.465,0.467609,0.471086,0.997255,0.467609,0.997253,0.471082
0.466,0.467231,0.471711,0.99732,0.46723,0.997317,0.471708
0.467,0.889563,0.470703,0.997333,0.889549,0.997332,0.4707
0.468,0.467273,0.471162,0.997356,0.467273,0.997355,0.471158
0.469,0.466718,0.471367,0.997381,0.466718,0.997381,0.471364
0.47,0.468001,0.470892,0.997386,0.468,0.997386,0.470889
0.471,0.467667,0.470779,0.997406,0.467666,0.997406,0.470775
0.472,0.468253,0.471307,0.997427,0.468253,0.997427,0.471305
0.473,0.466665,0.471249,0.997446,0.466665,0.997446,0.471247
0.474,0.467555,0.472322,0.997465,0.467554,0.997465,0.47232
0.475,0.467557,0.470268,0.997484,0.467556,0.997484,0.470266
0.476,0.467209,0.468553,0.997502,0.467208,0.997502,0.468551
0.477,0.467881,0.466858,0.997525,0.467881,0.997525,0.466855
0.478,0.467959,0.470197,0.997545,0.467958,0.997544,0.470194
0.479,0.467158,0.470979,0.997557,0.467158,0.997557,0.470975
0.48,0.467115,0.471146,0.997575,0.467115,0.997575,0.471143
0.481,0.467536,0.471175,0.997597,0.467535,0.997597,0.471172
0.482,0.468169,0.470265,0.997622,0.468169,0.997621,0.470262
0.483,0.467013,0.470594,0.997643,0.467013,0.997642,0.470589
0.484,0.467164,0.478003,0.997665,0.467164,0.997665,0.478
0.485,0.467822,0.470958,0.997681,0.467821,0.997681,0.470954
0.486,0.467202,0.467912,0.997706,0.467201,0.997706,0.467908
0.487,0.467295,0.469039,0.99773,0.467294,0.99773,0.469035
0.488,0.467426,0.471289,0.997766,0.467427,0.997766,0.471285
0.489,0.4674,0.465383,0.99777,0.467399,0.99777,0.46538
0.49,0.467845,0.470423,0.997793,0.467845,0.997793,0.470419
0.491,0.467425,0.47058,0.997819,0.467425,0.99782,0.470577
0.492,0.467274,0.471105,0.997844,0.467273,0.997846,0.471101
0.493,0.465111,0.475686,0.997869,0.46511,0.997872,0.475683
0.494,0.467574,0.470859,0.9979,0.467573,0.997902,0.470857
0.495,0.467087,0.467399,0.997921,0.467088,0.997923,0.467396
0.496,0.467107,0.470849,0.997954,0.467107,0.997956,0.470845
0.497,0.467152,0.470363,0.997991,0.467152,0.997991,0.470359
0.498,0.466889,0.47041,0.997557,0.466888,0.997558,0.470405
0.499,0.478124,0.471064,0.998134,0.478123,0.998136,0.47106
0.5,0.465956,0.468069,0.997994,0.465955,0.997995,0.468065
