time,U1,U2,U3,U4,U5,U6
0.411,0.629818,0.631711,0.998417,0.629816,0.998417,0.63171
0.412,0.578191,0.639165,0.998435,0.578189,0.998434,0.639163
0.413,0.630102,0.631666,0.998407,0.630098,0.998407,0.631666
0.414,0.629936,0.630777,0.99843,0.629932,0.998429,0.630777
0.415,0.629827,0.630906,0.998435,0.629822,0.998435,0.630907
0.416,0.629306,0.631287,0.998442,0.629303,0.998442,0.631286
0.417,0.628288,0.63347,0.998449,0.628285,0.998449,0.633467
0.418,0.630285,0.63388,0.998475,0.630282,0.998475,0.633877
0.419,0.629875,0.631376,0.998454,0.629871,0.998455,0.631374
0.42,0.630152,0.63109,0.998471,0.630148,0.998471,0.631089
0.421,0.62949,0.631254,0.998482,0.629487,0.998482,0.631254
0.422,0.629899,0.632179,0.998469,0.629895,0.998469,0.632179
0.423,0.629628,0.630667,0.998487,0.629624,0.998487,0.630666
0.424,0.630617,0.631851,0.998492,0.630613,0.998492,0.631849
0.425,0.629735,0.631413,0.998456,0.629731,0.998455,0.631411
0.426,0.629877,0.631752,0.998512,0.629875,0.998511,0.63175
0.427,0.629367,0.63131,0.998521,0.629364,0.99852,0.631306
0.428,0.632917,0.632267,0.998545,0.632913,0.998545,0.632266
0.429,0.629657,0.631132,0.998553,0.629654,0.998553,0.63113
0.43,0.629778,0.63065,0.99853,0.629774,0.99853,0.630648
0.431,0.629191,0.63096,0.998546,0.629188,0.998546,0.630958
0.432,0.642348,0.631893,0.998562,0.642344,0.998562,0.631891
0.433,0.629825,0.63132,0.998568,0.629822,0.998568,0.631318
0.434,0.629076,0.63161,0.998686,0.629074,0.998686,0.63161
0.435,0.629656,0.630531,0.99859,0.629652,0.99859,0.630531
0.436,0.629583,0.631287,0.998601,0.629579,0.998601,0.631287
0.437,0.630015,0.606619,0.998595,0.630011,0.998595,0.606619
0.438,0.628973,0.630834,0.99869,0.628969,0.998689,0.630836
0.439,0.629901,0.631284,0.99861,0.629896,0.998609,0.631285
0.44,0.629268,0.63192,0.998627,0.629264,0.998627,0.631921
0.441,0.629491,0.631407,0.998625,0.629488,0.998624,0.631408
0.442,0.629746,0.631233,0.99865,0.629743,0.99865,0.631236
0.443,0.628959,0.630293,0.998664,0.628956,0.998664,0.630295
0.444,0.629585,0.631329,0.998677,0.629583,0.998676,0.631332
0.445,0.629312,0.631789,0.998667,0.629309,0.998667,0.631793
0.446,0.629685,0.631581,0.998685,0.629681,0.998685,0.631583
0.447,0.62989,0.631201,0.998702,0.629887,0.998702,0.631203
0.448,0.629745,0.631275,0.998722,0.629741,0.998722,0.631278
0.449,0.62925,0.631204,0.998733,0.629247,0.998733,0.631208
0.45,0.629725,0.632421,0.99875,0.629722,0.998751,0.632423
0.451,0.630105,0.627755,0.998719,0.630102,0.998719,0.627758
0.452,0.629942,0.631156,0.998784,0.629938,0.998784,0.631158
0.453,0.630746,0.631245,0.998763,0.630743,0.998764,0.631247
0.454,0.629783,0.631296,0.998774,0.629781,0.998774,0.631297
0.455,0.630077,0.624714,0.998811,0.630073,0.998812,0.624716
0.456,0.629233,0.630129,0.998829,0.629231,0.99883,0.630131
0.457,0.627561,0.631328,0.998845,0.627558,0.998845,0.631328
0.458,0.629855,0.631069,0.998856,0.629851,0.998856,0.631069
0.459,0.629808,0.631204,0.998876,0.629806,0.998876,0.631207
0.46,0.629488,0.631275,0.998895,0.629486,0.998895,0.631277
0.461,0.629762,0.651948,0.998913,0.629759,0.998913,0.651949
0.462,0.629138,0.631678,0.99893,0.629135,0.99893,0.63168
0.463,0.629654,0.628824,0.998949,0.629651,0.998949,0.628825
0.464,0.629592,0.631279,0.998969,0.629589,0.998969,0.63128
0.465,0.629743,0.631312,0.99899,0.62974,0.998989,0.631314
0.466,0.629737,0.631311,0.999014,0.629735,0.999014,0.631313
0.467,0.62946,0.632385,0.999042,0.629458,0.999041,0.632385
0.468,0.630218,0.630331,0.999041,0.630216,0.999041,0.630332
0.469,0.629599,0.632383,0.999069,0.629596,0.999069,0.632384
0.47,0.627323,0.633081,0.99909,0.627321,0.999089,0.633081
0.471,0.629706,0.631392,0.99909,0.629704,0.999089,0.631394
0.472,0.630041,0.63144,0.999159,0.630038,0.99916,0.631441
0.473,0.630889,0.631627,0.999156,0.630886,0.999157,0.631629
0.474,0.628847,0.631965,0.999208,0.628844,0.999209,0.631966
0.475,0.629267,0.628193,0.99923,0.629266,0.999231,0.628194
0.476,0.624805,0.632109,0.99937,0.624802,0.999371,0.632111
0.477,0.629856,0.631111,0.999274,0.629853,0.999275,0.631114
0.478,0.62984,0.631854,0.99932,0.629838,0.999321,0.631855
0.479,0.629869,0.632125,0.999276,0.629867,0.999277,0.632127
0.48,0.629225,0.631386,0.999395,0.629222,0.999395,0.631385
0.481,0.62979,0.631951,0.999432,0.629787,0.999432,0.63195
0.482,0.629752,0.633031,0.999478,0.629749,0.999478,0.63303
0.483,0.629625,0.631842,0.999513,0.629622,0.999513,0.63184
0.484,0.629408,0.630539,0.999557,0.629405,0.999557,0.630538
0.485,0.629546,0.631056,0.999601,0.629542,0.999601,0.631056
0.486,0.629921,0.631239,0.999652,0.629917,0.999652,0.631239
0.487,0.629584,0.632924,0.999695,0.629582,0.999695,0.632922
0.488,0.629576,0.631173,0.999753,0.629573,0.999753,0.631172
0.489,0.62964,0.631223,0.99981,0.629637,0.999809,0.631219
0.49,0.629657,0.631161,0.99987,0.629653,0.99987,0.631158
0.491,0.629297,0.631944,0.999932,0.629293,0.999932,0.631939
0.492,0.62982,0.63089,0.999999,0.629817,0.999999,0.630887
0.493,0.629898,0.632153,1.00007,0.629894,1.00007,0.632149
0.494,0.628514,0.632341,1.00015,0.62851,1.00015,0.632338
0.495,0.629307,0.631654,1.00018,0.629304,1.00018,0.631651
0.496,0.629661,0.631469,1.00032,0.629658,1.00031,0.631466
0.497,0.626856,0.631959,1.00041,0.626853,1.00041,0.631955
0.498,0.629601,0.631766,1.00052,0.629598,1.00052,0.631762
0.499,0.628831,0.631377,1.00065,0.628829,1.00066,0.631374
0.5,0.6289,0.631326,1.00071,0.628897,1.00071,0.631326
