time,U1,U2,U3,U4,U5,U6
0.151,0.629028,0.631852,0.997983,0.629032,0.997983,0.631858
0.152,0.629899,0.631174,0.997923,0.629903,0.997923,0.631181
0.153,0.628664,0.631808,0.997915,0.628669,0.997914,0.631815
0.154,0.6314,0.632657,0.99791,0.631403,0.997909,0.632663
0.155,0.629742,0.632889,0.997803,0.629746,0.997802,0.632895
0.156,0.629603,0.633465,0.997727,0.629607,0.997726,0.633469
0.157,0.628737,0.631985,0.997947,0.628742,0.997947,0.63199
0.158,0.629129,0.631658,0.997918,0.629133,0.997917,0.631663
0.159,0.629243,0.63257,0.997906,0.629247,0.997906,0.632573
0.16,0.630839,0.631579,0.997911,0.630843,0.997911,0.631582
0.161,0.630107,0.631063,0.997892,0.630111,0.997891,0.631066
0.162,0.629969,0.631669,0.99794,0.629974,0.997939,0.631674
0.163,0.629749,0.632384,0.997928,0.629755,0.997928,0.632389
0.164,0.628611,0.631705,0.99793,0.628614,0.99793,0.631713
0.165,0.629702,0.63171,0.997921,0.629707,0.99792,0.631718
0.166,0.625301,0.631544,0.997893,0.625305,0.997892,0.631551
0.167,0.630825,0.633439,0.998001,0.630828,0.998,0.633444
0.168,0.630764,0.631222,0.997929,0.630768,0.997928,0.631227
0.169,0.629464,0.631219,0.99793,0.629469,0.997929,0.631224
0.17,0.629607,0.632365,0.997891,0.629609,0.99789,0.632369
0.171,0.63001,0.630525,0.997897,0.630012,0.997896,0.630529
0.172,0.629703,0.633996,0.997902,0.629706,0.997901,0.634
0.173,0.62965,0.631392,0.997784,0.629651,0.997783,0.631396
0.174,0.629698,0.631665,0.99793,0.629699,0.997929,0.631669
0.175,0.629735,0.631348,0.997912,0.629736,0.997912,0.631355
0.176,0.629104,0.631795,0.997913,0.629106,0.997912,0.631802
0.177,0.62923,0.631878,0.997951,0.629232,0.997951,0.631885
0.178,0.629455,0.631472,0.997942,0.629457,0.997942,0.631479
0.179,0.629558,0.632597,0.99793,0.629559,0.997929,0.632603
0.18,0.62965,0.631496,0.997904,0.629653,0.997904,0.631502
0.181,0.630283,0.630767,0.997925,0.630284,0.997925,0.630774
0.182,0.629454,0.63184,0.997923,0.629455,0.997923,0.631847
0.183,0.629588,0.631593,0.997944,0.629589,0.997944,0.631601
0.184,0.630035,0.631547,0.997929,0.630038,0.997929,0.631553
0.185,0.62962,0.631327,0.997208,0.629622,0.997208,0.631332
0.186,0.630555,0.626996,0.997934,0.630557,0.997934,0.626998
0.187,0.644675,0.632153,0.997949,0.644677,0.997949,0.632155
0.188,0.629822,0.631746,0.997912,0.629824,0.997913,0.631749
0.189,0.630724,0.631007,0.997952,0.630729,0.997952,0.63101
0.19,0.633884,0.632009,0.997945,0.633888,0.997945,0.632013
0.191,0.629532,0.631014,0.997943,0.629537,0.997943,0.631016
0.192,0.629565,0.631857,0.99799,0.629569,0.997991,0.63186
0.193,0.629737,0.631739,0.99796,0.62974,0.997961,0.63174
0.194,0.628315,0.631459,0.997946,0.628318,0.997947,0.63146
0.195,0.62935,0.627717,0.998718,0.629353,0.998718,0.627718
0.196,0.630253,0.631207,0.997956,0.630256,0.997956,0.631208
0.197,0.629761,0.634642,0.997951,0.629764,0.997951,0.634642
0.198,0.629022,0.628971,0.998001,0.629024,0.998002,0.628973
0.199,0.631447,0.604999,0.997947,0.631451,0.997947,0.605004
0.2,0.630006,0.630387,0.997967,0.630012,0.997968,0.630391
0.201,0.62945,0.631711,0.997967,0.629455,0.997967,0.631714
0.202,0.631418,0.632078,0.997914,0.631422,0.997914,0.632081
0.203,0.63089,0.631678,0.997973,0.630893,0.997973,0.631678
0.204,0.629697,0.631415,0.997915,0.6297,0.997915,0.631417
0.205,0.634227,0.631221,0.997956,0.63423,0.997956,0.631222
0.206,0.630348,0.629217,0.997996,0.630351,0.997995,0.629222
0.207,0.629398,0.632927,0.997925,0.629402,0.997926,0.63293
0.208,0.629275,0.630732,0.998296,0.629277,0.998297,0.630734
0.209,0.629861,0.631426,0.99799,0.629866,0.997991,0.631426
0.21,0.630543,0.632441,0.997982,0.630546,0.997983,0.632441
0.211,0.6298,0.631008,0.997984,0.629804,0.997984,0.631007
0.212,0.629825,0.63107,0.997998,0.62983,0.997998,0.631073
0.213,0.629532,0.630156,0.997968,0.629536,0.997968,0.630158
0.214,0.630436,0.631862,0.997982,0.630439,0.997982,0.631865
0.215,0.630158,0.635479,0.997976,0.630161,0.997976,0.635481
0.216,0.628981,0.620884,0.997982,0.628986,0.997983,0.620886
0.217,0.629818,0.631065,0.998046,0.629822,0.998046,0.631068
0.218,0.629387,0.631962,0.997995,0.629391,0.997995,0.631963
0.219,0.630099,0.631419,0.997984,0.630104,0.997984,0.631421
0.22,0.630368,0.631518,0.997987,0.630372,0.997988,0.631519
0.221,0.629869,0.62662,0.99799,0.629875,0.997991,0.62662
0.222,0.630397,0.63181,0.997992,0.630401,0.997993,0.631809
0.223,0.630244,0.640823,0.997991,0.630247,0.997991,0.640825
0.224,0.627511,0.63115,0.997977,0.627515,0.997977,0.631149
0.225,0.629829,0.631596,0.997985,0.629832,0.997986,0.631596
0.226,0.635968,0.549332,0.997977,0.635971,0.997977,0.549335
0.227,0.629896,0.631712,0.998048,0.629899,0.998049,0.63171
0.228,0.629737,0.631652,0.997989,0.629739,0.99799,0.631651
0.229,0.629125,0.632425,0.998013,0.629129,0.998013,0.632425
0.23,0.630547,0.62997,0.997986,0.630552,0.997986,0.629971
0.231,0.642305,0.631606,0.997993,0.642311,0.997994,0.631606
0.232,0.629717,0.636166,0.997997,0.62972,0.997997,0.636164
0.233,0.631414,0.63134,0.997994,0.631417,0.997994,0.631338
0.234,0.629625,0.63098,0.997982,0.629629,0.997983,0.630979
0.235,0.630444,0.631645,0.997996,0.63045,0.997997,0.631643
0.236,0.629802,0.631096,0.997991,0.629806,0.997991,0.631096
0.237,0.630379,0.632976,0.997994,0.630382,0.997994,0.632972
0.238,0.629139,0.631819,0.998006,0.629143,0.998007,0.631817
0.239,0.629874,0.631321,0.998004,0.629877,0.998004,0.63132
0.24,0.630102,0.631515,0.997994,0.630105,0.997994,0.631513
0.241,0.629428,0.632033,0.998007,0.629428,0.998007,0.63203
0.242,0.629818,0.631643,0.998,0.629819,0.998,0.631639
0.243,0.629457,0.63164,0.998002,0.629458,0.998002,0.631636
0.244,0.62934,0.630884,0.998014,0.629341,0.998014,0.63088
0.245,0.630524,0.631412,0.997987,0.630526,0.997988,0.63141
0.246,0.629827,0.632042,0.998005,0.629827,0.998004,0.632041
0.247,0.629696,0.631802,0.998013,0.629697,0.998013,0.6318
0.248,0.628973,0.631704,0.998023,0.628974,0.998023,0.631703
0.249,0.629859,0.631629,0.997983,0.62986,0.997984,0.631627
0.25,0.629514,0.63437,0.998015,0.629516,0.998014,0.634367
0.251,0.630458,0.631383,0.997996,0.630459,0.997996,0.631379
0.252,0.630415,0.631095,0.998003,0.630415,0.998003,0.63109
0.253,0.629393,0.631373,0.998046,0.629394,0.998045,0.631371
0.254,0.629688,0.631746,0.998078,0.62969,0.998077,0.631743
0.255,0.63203,0.631653,0.998032,0.632032,0.998032,0.631651
0.256,0.630087,0.631531,0.998013,0.630088,0.998012,0.631529
0.257,0.630471,0.631569,0.998013,0.63047,0.998012,0.631566
0.258,0.629811,0.631633,0.998026,0.629813,0.998025,0.631633
0.259,0.62961,0.631823,0.998025,0.629612,0.998024,0.631822
0.26,0.629397,0.63161,0.998244,0.629399,0.998243,0.63161
0.261,0.629849,0.631102,0.998057,0.629851,0.998057,0.6311
0.262,0.629807,0.631283,0.998031,0.629809,0.998031,0.631281
0.263,0.629696,0.631591,0.998,0.629697,0.997999,0.631589
0.264,0.629963,0.636577,0.998032,0.629966,0.998032,0.636576
0.265,0.627088,0.629818,0.998017,0.62709,0.998016,0.629816
0.266,0.630045,0.631274,0.998035,0.630047,0.998034,0.631274
0.267,0.630259,0.631559,0.998039,0.63026,0.998039,0.631558
0.268,0.639249,0.631588,0.998021,0.639249,0.99802,0.631586
0.269,0.629479,0.633361,0.998032,0.629479,0.998031,0.633359
0.27,0.629737,0.622722,0.997988,0.629737,0.997987,0.622719
0.271,0.629792,0.631447,0.998044,0.629794,0.998043,0.631446
0.272,0.629763,0.631376,0.998105,0.629763,0.998104,0.631372
0.273,0.629706,0.631358,0.998042,0.629707,0.998041,0.631353
0.274,0.629667,0.634791,0.998043,0.629668,0.998042,0.634786
0.275,0.629255,0.631493,0.998043,0.629255,0.998041,0.63149
0.276,0.629803,0.631441,0.99804,0.629803,0.998039,0.631439
0.277,0.625813,0.629396,0.998049,0.625813,0.998048,0.629393
0.278,0.629695,0.631526,0.998056,0.629694,0.998055,0.631522
0.279,0.629441,0.631341,0.997852,0.629441,0.997852,0.631337
0.28,0.629538,0.631314,0.998061,0.629538,0.99806,0.631312
0.281,0.629947,0.631472,0.998056,0.629946,0.998056,0.63147
0.282,0.629492,0.631749,0.998059,0.62949,0.998058,0.631746
0.283,0.62968,0.620565,0.998062,0.629682,0.998062,0.620558
0.284,0.630081,0.636751,0.998064,0.630081,0.998063,0.636745
0.285,0.631542,0.632386,0.998057,0.631544,0.998056,0.632381
0.286,0.629198,0.631438,0.998068,0.6292,0.998067,0.631434
0.287,0.629784,0.631347,0.99807,0.629785,0.998069,0.631345
0.288,0.629311,0.630981,0.998074,0.629314,0.998073,0.630981
0.289,0.630962,0.631571,0.998067,0.630963,0.998066,0.631569
0.29,0.629926,0.631239,0.998042,0.629927,0.998042,0.631238
0.291,0.629757,0.631446,0.998073,0.629759,0.998073,0.631444
0.292,0.62967,0.642772,0.998033,0.629671,0.998033,0.642769
0.293,0.633099,0.629963,0.997626,0.633099,0.997626,0.629961
0.294,0.630232,0.631815,0.998066,0.630233,0.998066,0.631813
0.295,0.629722,0.631199,0.998081,0.629724,0.998081,0.631197
0.296,0.629354,0.631654,0.998107,0.629355,0.998107,0.631653
0.297,0.629911,0.631341,0.998076,0.629913,0.998076,0.631341
0.298,0.62956,0.632466,0.998087,0.629561,0.998087,0.632465
0.299,0.629597,0.630925,0.998079,0.629597,0.998079,0.630926
0.3,0.63007,0.631504,0.998085,0.630069,0.998085,0.631504
0.301,0.629011,0.631062,0.998079,0.629013,0.99808,0.631063
0.302,0.629288,0.631514,0.998097,0.629288,0.998097,0.631515
0.303,0.629855,0.630953,0.998106,0.629857,0.998105,0.630954
0.304,0.626107,0.630231,0.998108,0.626107,0.998108,0.630232
0.305,0.629493,0.630542,0.998113,0.629493,0.998111,0.630543
0.306,0.62921,0.632026,0.998316,0.62921,0.998315,0.632028
0.307,0.629312,0.631529,0.998089,0.629312,0.998087,0.63153
0.308,0.629924,0.628629,0.998094,0.629924,0.998093,0.628629
0.309,0.628907,0.630626,0.998053,0.628909,0.998052,0.630628
0.31,0.630077,0.631775,0.998097,0.630078,0.998096,0.631776
0.311,0.630462,0.631182,0.998113,0.630464,0.998112,0.631184
0.312,0.630226,0.631861,0.998051,0.630229,0.998049,0.631863
0.313,0.629722,0.632909,0.998159,0.629724,0.998158,0.632909
0.314,0.630424,0.631097,0.998127,0.630427,0.998126,0.631098
0.315,0.629821,0.630718,0.998096,0.629823,0.998095,0.630718
0.316,0.630009,0.627238,0.998117,0.63001,0.998117,0.627237
0.317,0.629183,0.631603,0.998009,0.629184,0.998008,0.631603
0.318,0.629877,0.631467,0.998121,0.629878,0.99812,0.631466
0.319,0.629639,0.623089,0.998108,0.62964,0.998108,0.623088
0.32,0.62946,0.631888,0.997991,0.629461,0.99799,0.631887
0.321,0.629664,0.630829,0.998149,0.629666,0.998148,0.630827
0.322,0.628895,0.631676,0.998132,0.628896,0.998132,0.631675
0.323,0.630282,0.631159,0.998131,0.630284,0.998131,0.631158
0.324,0.628801,0.631203,0.998138,0.628803,0.998138,0.6312
0.325,0.607869,0.631603,0.998089,0.607871,0.998089,0.631601
0.326,0.629821,0.631308,0.998106,0.629821,0.998105,0.631304
0.327,0.630337,0.631329,0.998132,0.630338,0.998132,0.631326
0.328,0.629986,0.631387,0.998135,0.629987,0.998134,0.631386
0.329,0.630202,0.633154,0.998131,0.630203,0.99813,0.633153
0.33,0.630031,0.632103,0.998138,0.630031,0.998136,0.632102
0.331,0.629755,0.631222,0.998164,0.629757,0.998162,0.631222
0.332,0.629418,0.63173,0.998321,0.629419,0.99832,0.631732
0.333,0.629571,0.632027,0.998164,0.629573,0.998163,0.632027
0.334,0.629455,0.633814,0.998162,0.629455,0.998161,0.633815
0.335,0.632102,0.631877,0.998164,0.632103,0.998163,0.631877
0.336,0.630521,0.630617,0.998172,0.630523,0.998172,0.630616
0.337,0.629873,0.631364,0.998156,0.629874,0.998155,0.631363
0.338,0.629465,0.63105,0.998128,0.629467,0.998128,0.63105
0.339,0.62937,0.631046,0.998152,0.629373,0.998152,0.631046
0.34,0.629849,0.631682,0.998233,0.629852,0.998233,0.631681
0.341,0.629776,0.631734,0.998172,0.629778,0.998172,0.631731
0.342,0.629691,0.659374,0.998149,0.629692,0.998149,0.659378
0.343,0.62966,0.631412,0.998188,0.62966,0.998187,0.631413
0.344,0.629835,0.631509,0.998092,0.629838,0.998092,0.631509
0.345,0.62961,0.631108,0.997641,0.62961,0.99764,0.631108
0.346,0.631413,0.631477,0.998175,0.631416,0.998174,0.631478
0.347,0.629732,0.631393,0.997572,0.629733,0.997572,0.631396
0.348,0.629632,0.631227,0.997909,0.629635,0.997908,0.63123
0.349,0.630463,0.631154,0.998199,0.630465,0.998198,0.631155
0.35,0.627132,0.644005,0.99819,0.627134,0.998189,0.644006
0.351,0.62976,0.631589,0.998206,0.629764,0.998205,0.63159
0.352,0.629651,0.630481,0.997635,0.629653,0.997635,0.630483
0.353,0.629677,0.632203,0.998221,0.629678,0.99822,0.632204
0.354,0.629788,0.631063,0.998196,0.62979,0.998194,0.631064
0.355,0.629558,0.631065,0.999047,0.629559,0.999046,0.631066
0.356,0.629949,0.631038,0.998203,0.62995,0.998202,0.631037
0.357,0.629539,0.631142,0.998185,0.62954,0.998184,0.631143
0.358,0.630072,0.631484,0.998185,0.630072,0.998185,0.631485
0.359,0.62968,0.632068,0.998223,0.62968,0.998222,0.632067
0.36,0.629711,0.631595,0.998223,0.629712,0.998223,0.631596
0.361,0.628303,0.631339,0.998215,0.628303,0.998215,0.631339
0.362,0.627372,0.631155,0.99821,0.627373,0.99821,0.631155
0.363,0.630341,0.631228,0.998217,0.630343,0.998217,0.63123
0.364,0.629762,0.631305,0.998229,0.629764,0.998229,0.631304
0.365,0.629717,0.630887,0.99823,0.629718,0.99823,0.630887
0.366,0.629448,0.63173,0.998241,0.629449,0.99824,0.631731
0.367,0.629769,0.629415,0.998257,0.62977,0.998257,0.629415
0.368,0.62962,0.630941,0.998216,0.62962,0.998216,0.630942
0.369,0.629531,0.631819,0.998239,0.629532,0.998239,0.631818
0.37,0.629332,0.632157,0.99829,0.629332,0.99829,0.632159
0.371,0.629947,0.632328,0.99824,0.629948,0.99824,0.63233
0.372,0.629499,0.63137,0.998257,0.629499,0.998257,0.631373
0.373,0.629771,0.631601,0.998252,0.629771,0.998252,0.631601
0.374,0.629875,0.63109,0.998237,0.629876,0.998237,0.631092
0.375,0.630267,0.62958,0.998388,0.630267,0.998388,0.629582
0.376,0.629651,0.631424,0.998285,0.629651,0.998285,0.631426
0.377,0.62986,0.631422,0.998257,0.62986,0.998258,0.631423
0.378,0.631694,0.631662,0.998252,0.631694,0.998252,0.631662
0.379,0.628806,0.631433,0.99828,0.628807,0.998279,0.631434
0.38,0.63022,0.631475,0.998269,0.630221,0.998269,0.631477
0.381,0.629154,0.6316,0.998242,0.629153,0.998242,0.6316
0.382,0.62999,0.630713,0.998286,0.629991,0.998286,0.630712
0.383,0.630034,0.630236,0.998262,0.630032,0.998262,0.630236
0.384,0.629579,0.632377,0.998278,0.629579,0.998278,0.632378
0.385,0.630864,0.634069,0.998307,0.630862,0.998307,0.63407
0.386,0.629689,0.631041,0.99829,0.629688,0.99829,0.631043
0.387,0.630178,0.629363,0.997894,0.630176,0.997894,0.629363
0.388,0.630474,0.631073,0.998295,0.630473,0.998295,0.631073
0.389,0.627345,0.631349,0.998289,0.627343,0.998289,0.631351
0.39,0.63027,0.632657,0.998308,0.630268,0.998308,0.632659
0.391,0.629826,0.631534,0.998311,0.629824,0.998311,0.631534
0.392,0.629399,0.630991,0.998311,0.629397,0.99831,0.630991
0.393,0.62974,0.630666,0.998322,0.629739,0.998321,0.630664
0.394,0.629682,0.631426,0.998323,0.629681,0.998321,0.631426
0.395,0.627252,0.63156,0.99831,0.627251,0.998309,0.631561
0.396,0.629538,0.631488,0.998335,0.629536,0.998334,0.631489
0.397,0.628928,0.631924,0.998331,0.628927,0.998331,0.631926
0.398,0.62944,0.631989,0.998353,0.629438,0.998352,0.63199
0.399,0.629609,0.631551,0.998331,0.629607,0.998331,0.631552
0.4,0.629682,0.632844,0.998359,0.629681,0.998359,0.632845
0.401,0.629051,0.630731,0.998355,0.629049,0.998354,0.630732
0.402,0.629836,0.631559,0.998358,0.629833,0.998357,0.631562
0.403,0.629909,0.630953,0.998295,0.629907,0.998294,0.630956
0.404,0.629529,0.631478,0.998378,0.629525,0.998377,0.63148
0.405,0.629605,0.629976,0.998426,0.629601,0.998425,0.629977
0.406,0.629865,0.631166,0.998359,0.629862,0.998359,0.631167
0.407,0.629586,0.6302,0.998403,0.629584,0.998403,0.630201
0.408,0.630908,0.63151,0.998384,0.630905,0.998383,0.63151
0.409,0.630298,0.631332,0.998398,0.630294,0.998397,0.631331
0.41,0.630021,0.629514,0.998403,0.630018,0.998402,0.62951
